deadCars,flux,queue,time,class,density,totalCars
0,1.14,0,1,5,0.23,2
0,1.14,0,2,5,0.23,2
0,1.02,0,3,4.5,0.23,2
0,1.7,0,4,5,0.34,3
0,2.61,0,5,4.6,0.57,5
0,3.75,0,6,4.71,0.8,7
0,4.09,0,7,4.5,0.91,8
0,5.23,0,8,4.6,1.14,10
0,6.48,0,9,4.75,1.36,12
0,6.82,0,10,4.62,1.48,13
0,6.7,0,11,4.54,1.48,13
0,6.82,0,12,4.62,1.48,13
0,6.82,0,13,4.62,1.48,13
0,6.7,0,14,4.54,1.48,13
0,6.59,0,15,4.46,1.48,13
0,7.5,0,16,4.4,1.7,15
0,7.84,0,17,4.31,1.82,16
0,8.41,0,18,4.11,2.05,18
0,8.52,0,19,3.95,2.16,19
0,8.41,0,20,3.89,2.16,19
0,8.64,0,21,3.8,2.27,20
0,8.86,0,22,3.71,2.39,21
0,9.2,0,23,3.68,2.5,22
0,9.66,0,24,3.86,2.5,22
0,10.23,0,25,4.09,2.5,22
0,10.11,0,26,4.05,2.5,22
0,11.25,0,27,4.3,2.61,23
0,12.27,0,28,4.32,2.84,25
0,13.52,0,29,4.41,3.07,27
0,13.41,0,30,4.07,3.3,29
0,12.73,0,31,3.61,3.52,31
0,13.64,0,32,3.75,3.64,32
0,14.55,0,33,3.76,3.86,34
0,15.23,0,34,3.72,4.09,36
0,15.68,0,35,3.73,4.2,37
0,13.98,0,36,3.32,4.2,37
0,14.89,0,37,3.45,4.32,38
0,14.43,0,38,3.17,4.55,40
0,13.3,0,39,2.79,4.77,42
0,13.3,0,40,2.72,4.89,43
0,14.89,0,41,2.91,5.11,45
0,16.02,0,42,3.07,5.23,46
0,17.27,0,43,3.17,5.45,48
0,19.66,0,44,3.46,5.68,50
0,21.93,0,45,3.78,5.8,51
0,23.18,0,46,3.92,5.91,52
0,24.2,0,47,3.94,6.14,54
0,24.77,0,48,4.04,6.14,54
0,26.36,0,49,4.22,6.25,55
0,25.68,0,50,4.11,6.25,55
0,24.2,0,51,3.87,6.25,55
0,24.32,0,52,3.75,6.48,57
0,23.75,0,53,3.67,6.48,57
0,23.64,0,54,3.53,6.7,59
0,22.84,0,55,3.3,6.93,61
0,21.02,0,56,2.98,7.05,62
0,20.34,0,57,2.84,7.16,63
0,19.77,0,58,2.72,7.27,64
2,17.61,0,59,2.42,7.27,64
4,16.02,0,60,2.2,7.27,64
6,14.66,0,61,2.08,7.05,62
7,15.11,0,62,2.11,7.16,63
9,15.45,0,63,2.19,7.05,62
10,16.93,0,64,2.4,7.05,62
10,18.3,0,65,2.56,7.16,63
10,18.64,0,66,2.6,7.16,63
10,20.34,0,67,2.84,7.16,63
10,22.61,0,68,3.16,7.16,63
10,24.77,0,69,3.35,7.39,65
10,24.09,0,70,3.26,7.39,65
10,24.32,0,71,3.29,7.39,65
10,23.18,0,72,3.14,7.39,65
10,22.05,0,73,2.9,7.61,67
10,21.59,0,74,2.84,7.61,67
10,19.43,0,75,2.55,7.61,67
10,17.73,0,76,2.33,7.61,67
10,18.75,0,77,2.43,7.73,68
10,17.73,0,78,2.26,7.84,69
11,15.91,0,79,2.03,7.84,69
11,16.7,0,80,2.1,7.95,70
13,15.57,0,81,1.99,7.84,69
16,13.98,0,82,1.86,7.5,66
18,15,0,83,2,7.5,66
19,16.59,0,84,2.21,7.5,66
21,18.3,0,85,2.48,7.39,65
23,19.55,0,86,2.65,7.39,65
25,20.68,0,87,2.84,7.27,64
25,21.93,0,88,3.02,7.27,64
25,24.09,0,89,3.26,7.39,65
25,23.41,0,90,3.12,7.5,66
25,24.55,0,91,3.27,7.5,66
25,23.75,0,92,3.17,7.5,66
25,22.39,0,93,2.98,7.5,66
25,22.5,0,94,3,7.5,66
25,22.73,0,95,2.99,7.61,67
25,21.25,0,96,2.75,7.73,68
25,21.02,0,97,2.64,7.95,70
25,20.23,0,98,2.47,8.18,72
27,17.61,0,99,2.18,8.07,71
29,16.14,0,100,2.03,7.95,70
31,16.82,0,101,2.11,7.95,70
33,15.45,0,102,2,7.73,68
35,15.23,0,103,2.03,7.5,66
35,16.7,0,104,2.19,7.61,67
37,17.27,0,105,2.3,7.5,66
38,20,0,106,2.71,7.39,65
39,21.93,0,107,2.97,7.39,65
39,24.77,0,108,3.25,7.61,67
39,25.45,0,109,3.25,7.84,69
39,26.02,0,110,3.23,8.07,71
39,26.25,0,111,3.21,8.18,72
39,26.7,0,112,3.26,8.18,72
39,26.36,0,113,3.22,8.18,72
39,24.77,0,114,3.03,8.18,72
39,24.66,0,115,3.01,8.18,72
39,23.07,0,116,2.82,8.18,72
39,22.39,0,117,2.66,8.41,74
39,20.91,0,118,2.42,8.64,76
40,20,0,119,2.35,8.52,75
42,17.5,0,120,2.11,8.3,73
44,16.59,0,121,2.03,8.18,72
46,16.59,0,122,2.06,8.07,71
47,16.25,0,123,2.04,7.95,70
50,17.27,0,124,2.2,7.84,69
50,20,0,125,2.51,7.95,70
53,20.91,0,126,2.75,7.61,67
54,23.3,0,127,3.01,7.73,68
54,25.68,0,128,3.23,7.95,70
54,27.84,0,129,3.4,8.18,72
54,28.07,0,130,3.38,8.3,73
54,27.84,0,131,3.31,8.41,74
54,28.3,0,132,3.28,8.64,76
54,28.52,0,133,3.26,8.75,77
54,26.36,0,134,3.01,8.75,77
54,25.68,0,135,2.9,8.86,78
54,25.91,0,136,2.89,8.98,79
54,25.11,0,137,2.8,8.98,79
55,22.95,0,138,2.59,8.86,78
57,21.36,0,139,2.41,8.86,78
59,20.91,0,140,2.39,8.75,77
60,18.75,0,141,2.17,8.64,76
62,18.41,0,142,2.19,8.41,74
64,17.95,0,143,2.19,8.18,72
66,20.23,0,144,2.47,8.18,72
70,20.34,0,145,2.56,7.95,70
71,21.7,0,146,2.77,7.84,69
74,23.07,0,147,2.99,7.73,68
74,25.45,0,148,3.29,7.73,68
74,26.82,0,149,3.42,7.84,69
74,26.36,0,150,3.31,7.95,70
75,26.48,0,151,3.28,8.07,71
75,24.43,0,152,3.03,8.07,71
75,24.55,0,153,3.04,8.07,71
75,23.86,0,154,2.88,8.3,73
75,23.07,0,155,2.78,8.3,73
75,20.8,0,156,2.51,8.3,73
75,21.25,0,157,2.49,8.52,75
75,20.34,0,158,2.36,8.64,76
75,20.45,0,159,2.31,8.86,78
77,18.98,0,160,2.17,8.75,77
78,18.3,0,161,2.09,8.75,77
81,17.39,0,162,2.07,8.41,74
83,16.59,0,163,2,8.3,73
85,16.48,0,164,2.01,8.18,72
87,16.82,0,165,2.11,7.95,70
89,17.16,0,166,2.19,7.84,69
92,18.41,0,167,2.38,7.73,68
92,19.2,0,168,2.49,7.73,68
92,21.59,0,169,2.75,7.84,69
92,20.68,0,170,2.64,7.84,69
92,20.8,0,171,2.65,7.84,69
92,20.34,0,172,2.56,7.95,70
92,20.91,0,173,2.59,8.07,71
92,21.48,0,174,2.59,8.3,73
92,22.05,0,175,2.59,8.52,75
92,22.16,0,176,2.53,8.75,77
92,21.48,0,177,2.42,8.86,78
93,20,0,178,2.29,8.75,77
93,18.86,0,179,2.1,8.98,79
95,17.27,0,180,1.95,8.86,78
98,15.34,0,181,1.8,8.52,75
100,15.8,0,182,1.9,8.3,73
101,16.7,0,183,2.04,8.18,72
102,17.84,0,184,2.18,8.18,72
104,18.52,0,185,2.33,7.95,70
106,19.2,0,186,2.41,7.95,70
107,21.14,0,187,2.66,7.95,70
107,22.61,0,188,2.8,8.07,71
108,23.52,0,189,2.92,8.07,71
108,23.98,0,190,2.97,8.07,71
108,23.98,0,191,2.97,8.07,71
108,24.32,0,192,2.93,8.3,73
108,23.18,0,193,2.72,8.52,75
108,22.73,0,194,2.63,8.64,76
108,22.27,0,195,2.51,8.86,78
108,21.59,0,196,2.44,8.86,78
108,19.89,0,197,2.19,9.09,80
108,19.43,0,198,2.11,9.2,81
110,16.59,0,199,1.82,9.09,80
113,15.11,0,200,1.68,8.98,79
113,15.34,0,201,1.69,9.09,80
115,16.59,0,202,1.82,9.09,80
116,17.27,0,203,1.92,8.98,79
116,19.66,0,204,2.14,9.2,81
117,21.02,0,205,2.31,9.09,80
118,21.36,0,206,2.38,8.98,79
120,22.05,0,207,2.52,8.75,77
121,23.86,0,208,2.69,8.86,78
121,25.23,0,209,2.85,8.86,78
121,26.48,0,210,2.95,8.98,79
121,26.7,0,211,2.94,9.09,80
121,25.68,0,212,2.83,9.09,80
121,25.91,0,213,2.85,9.09,80
121,25.45,0,214,2.77,9.2,81
121,23.41,0,215,2.54,9.2,81
121,23.18,0,216,2.46,9.43,83
121,21.36,0,217,2.24,9.55,84
121,20.11,0,218,2.06,9.77,86
122,19.2,0,219,1.94,9.89,87
122,19.43,0,220,1.92,10.11,89
125,18.52,0,221,1.9,9.77,86
128,17.95,0,222,1.86,9.66,85
129,18.64,0,223,1.95,9.55,84
131,20.11,0,224,2.11,9.55,84
133,22.39,0,225,2.35,9.55,84
133,23.3,0,226,2.44,9.55,84
137,24.43,0,227,2.62,9.32,82
137,27.27,0,228,2.86,9.55,84
139,27.95,0,229,2.96,9.43,83
139,27.39,0,230,2.9,9.43,83
139,29.43,0,231,3.05,9.66,85
139,28.86,0,232,2.92,9.89,87
139,28.52,0,233,2.89,9.89,87
139,25.68,0,234,2.6,9.89,87
139,24.32,0,235,2.43,10,88
139,24.43,0,236,2.39,10.23,90
139,25.34,0,237,2.42,10.45,92
140,24.32,0,238,2.3,10.57,93
141,22.95,0,239,2.15,10.68,94
143,20.68,0,240,1.98,10.45,92
144,20.45,0,241,1.98,10.34,91
145,20.11,0,242,1.97,10.23,90
147,21.36,0,243,2.11,10.11,89
149,22.84,0,244,2.28,10,88
151,22.27,0,245,2.25,9.89,87
154,23.41,0,246,2.4,9.77,86
156,25.45,0,247,2.6,9.77,86
157,26.36,0,248,2.67,9.89,87
160,24.55,0,249,2.57,9.55,84
160,25.68,0,250,2.63,9.77,86
160,25.68,0,251,2.63,9.77,86
160,25.68,0,252,2.6,9.89,87
160,24.43,0,253,2.47,9.89,87
160,24.43,0,254,2.47,9.89,87
160,22.39,0,255,2.24,10,88
160,21.59,0,256,2.11,10.23,90
160,21.59,0,257,2.09,10.34,91
160,20.91,0,258,2,10.45,92
162,18.64,0,259,1.8,10.34,91
164,16.36,0,260,1.62,10.11,89
